"country","date","predicted_cases","cases_min","cases_max","cases_min2","cases_max2","cumulative_cases","cumulative_cases_min","cumulative_cases_max","cumulative_cases_min2","cumulative_cases_max2","reported_deaths","estimated_deaths","deaths_min","deaths_max","deaths_min2","deaths_max2","cumulative_deaths","cumulative_deaths_min","cumulative_deaths_max","cumulative_deaths_min2","cumulative_deaths_max2","key","X","ifr","popt"
"EC",2020-03-26,107.292335423038,28.3568046872985,259.828872385319,64.7174620902288,135.24778549336,107.292335423038,28.3568046872985,259.828872385319,64.7174620902288,135.24778549336,0,1.07292335423038e-13,2.83568046872986e-14,2.59828872385319e-13,6.47174620902288e-14,1.3524778549336e-13,1.07292335423038e-13,2.83568046872986e-14,2.59828872385319e-13,6.47174620902288e-14,1.3524778549336e-13,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-27,107.292335423038,28.3568046872985,259.828872385319,64.7174620902288,135.24778549336,214.584670846076,56.7136093745971,519.657744770638,129.434924180458,270.49557098672,0,6.85590280841295e-07,1.82725373378856e-07,1.63507703413419e-06,4.00464563360526e-07,8.78636465088662e-07,6.8559038813363e-07,1.82725408356766e-07,1.63507732378445e-06,4.00464629669221e-07,8.78636601968619e-07,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-28,107.292335423038,28.3568046872985,259.828872385319,64.7174620902288,135.24778549336,321.877006269114,85.0704140618956,779.486617155957,194.152386270686,405.74335648008,0,1.98821181443975e-05,5.29903582798683e-06,4.74172339898914e-05,1.16134723374553e-05,2.54804574875712e-05,2.05677085325312e-05,5.4817612363436e-06,4.90523113136758e-05,1.20139369671245e-05,2.63590940895398e-05,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-29,107.292335423038,28.3568046872985,259.828872385319,64.7174620902288,135.24778549336,429.169341692152,113.427218749194,1039.31548954128,258.869848360915,540.99114197344,0,0.000139860417291624,3.72759761692867e-05,0.000333555714963374,8.16947709255474e-05,0.000179241838878087,0.000160428125824155,4.27577374056303e-05,0.00038260802627705,9.37087078926719e-05,0.000205600932967627,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-30,107.292335423038,28.3568046872985,259.828872385319,64.7174620902288,135.24778549336,536.46167711519,141.784023436493,1299.1443619266,323.587310451144,676.2389274668,0,0.000547101044111353,0.000145814847956327,0.00130479147323908,0.0003195707215617,0.000701151899140752,0.000707529169935508,0.000188572585361958,0.00168739949951613,0.000413279429454372,0.000906752832108379,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-31,107.292335423038,28.3568046872985,259.828872385319,64.7174620902288,135.24778549336,643.754012538228,170.140828123791,1558.97323431191,388.304772541373,811.486712960161,0,0.00160770920857284,0.000428491000573418,0.00383425564504466,0.000939089401080435,0.00206040251063291,0.00231523837850834,0.000617063585935376,0.0055216551445608,0.00135236883053481,0.00296715534274129,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-01,82.8532957779283,29.5651082322015,170.069187674901,56.3665718055903,102.30608581577,726.607308316156,201.690529229972,1736.72773219154,443.430569900949,914.58911393117,0,0.00369053248176869,0.000983610684898384,0.00880161967474432,0.00215570074456971,0.00472970009157227,0.00600577086027703,0.00160067427083376,0.0143232748193051,0.00350806957510452,0.00769685543431356,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-02,99.4860112274141,35.2953365761026,204.084689065113,67.7666368056754,121.862834660971,826.09331954357,237.452799733438,1931.79880533074,511.17804126628,1037.08011579479,0,0.00734045824621159,0.00195646084094921,0.0175062276223861,0.00428771852273909,0.0094073641550046,0.0133462291064886,0.00355713511178297,0.0318295024416912,0.00779578809784361,0.0171042195893182,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-03,107.0272838043,39.7884184336402,217.415172736374,73.5316131066387,131.912094934499,933.12060334787,277.241218167078,2130.09010484058,585.452496299583,1167.1185971633,0,0.013072505355817,0.00348593290148227,0.0311719494400698,0.00763692132963495,0.0167535558436778,0.0264187344623056,0.00704306801326524,0.063001451881761,0.0154327094274786,0.033857775432996,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-04,116.798377634433,44.8641317963142,233.98486591038,81.4559151308122,143.386369388746,1049.9189809823,321.573392089478,2371.78068092052,668.658378785026,1313.65543995282,0,0.0211949395388644,0.00566199286476923,0.0505127471828638,0.0123879516371187,0.0271640322590686,0.04761367400117,0.0127050608780345,0.113514199064625,0.0278206610645973,0.0610218076920645,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-05,125.829135045938,50.353798491684,246.925040725389,88.6149375019781,154.478514929795,1175.74811602824,370.691179422008,2596.7843796685,757.897357881593,1466.89689676111,0,0.032014390162588,0.00858527532741537,0.0762086086618005,0.0187310001411094,0.0410335036851542,0.0796280641637581,0.0212903362054498,0.189722807726425,0.0465516612057067,0.102055311377219,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-06,125.337914506404,54.7127573405465,229.367571346945,92.8496087609138,156.095767142273,1301.08603053465,426.225893044179,2786.26222767753,844.402798202209,1621.19608580545,0,0.0455361789666237,0.0122965047727307,0.108166779049125,0.0266918981057725,0.0583719561293102,0.125164243130382,0.0335868409781806,0.297889586775551,0.0732435593114792,0.160427267506529,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-07,131.757377041198,60.8344741042065,236.317887620068,99.0434254907144,160.866878911222,1432.84340757584,488.013949526381,3006.75435786586,946.992512805612,1777.65024416791,0,0.0621200226208433,0.0169398083907521,0.147117982905926,0.036508198580124,0.0796376234113966,0.187284265751225,0.0505266493689327,0.445007569681476,0.109751757891603,0.240071398226861,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-08,141.266215747213,67.4206793266011,250.709328011069,106.409002182414,169.548201506859,1574.10962332306,555.333580936528,3272.32649700357,1052.567466537,1949.1438271278,0,0.0817600492546533,0.0225887943674217,0.192840646627322,0.0482284500232866,0.10481546008934,0.269044315005878,0.0731154437363544,0.637863723544693,0.157969216345397,0.344910786083218,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-09,160.33761077488,75.3995743697539,280.11608408424,121.73542477817,192.403122596846,1734.44723409794,630.848250502207,3569.77965523356,1168.55415289857,2150.44666019167,0,0.103929612702826,0.0291925346128645,0.243855167281191,0.0616525968658996,0.133211018841645,0.372973927708704,0.102307978349219,0.881741078246957,0.219528624992147,0.478143701279925,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-10,125.156145558886,69.578345119725,204.504026436446,97.8538443548759,147.397656654684,1859.60337965682,705.09233715233,3788.17450748441,1276.09447739449,2314.37968556873,0,0.128584451104067,0.0366880680765828,0.299844117493549,0.0767864224783595,0.164614184637856,0.501558378812771,0.139138303358142,1.18158519574051,0.296245135486028,0.642972461230322,"Mobility held constant",1,0.006415711,6712278
