"country","date","predicted_cases","cases_min","cases_max","cases_min2","cases_max2","cumulative_cases","cumulative_cases_min","cumulative_cases_max","cumulative_cases_min2","cumulative_cases_max2","reported_deaths","estimated_deaths","deaths_min","deaths_max","deaths_min2","deaths_max2","cumulative_deaths","cumulative_deaths_min","cumulative_deaths_max","cumulative_deaths_min2","cumulative_deaths_max2","key","X","ifr","popt"
"EC",2020-03-21,205.923096560194,48.9551348130006,516.671806122466,119.20294197303,260.985208764731,205.923096560194,48.9551348130006,516.671806122466,119.20294197303,260.985208764731,0,2.05923096560194e-13,4.89551348130006e-14,5.16671806122466e-13,1.1920294197303e-13,2.60985208764731e-13,2.05923096560194e-13,4.89551348130006e-14,5.16671806122466e-13,1.1920294197303e-13,2.60985208764731e-13,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-22,205.923096560194,48.9551348130006,516.671806122466,119.20294197303,260.985208764731,411.846193120388,97.9102696260012,1033.34361224493,238.405883946059,521.970417529462,0,2.63345082794058e-06,6.26986142805616e-07,6.66393719242243e-06,1.51928909583659e-06,3.33616572967283e-06,2.63345103386368e-06,6.26986195386466e-07,6.66393771768613e-06,1.51928920131048e-06,3.33616601926515e-06,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-23,205.923096560194,48.9551348130006,516.671806122466,119.20294197303,260.985208764731,617.769289680582,146.865404439002,1550.0154183674,357.608825919089,782.955626294193,0,4.21352132470493e-05,1.00317782848899e-05,0.000106622995078759,2.43086255333855e-05,5.33786516747653e-05,4.4768664280913e-05,1.06587644802763e-05,0.000113286932796445,2.5827914734696e-05,5.67148176940305e-05,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-24,205.923096560194,48.9551348130006,516.671806122466,119.20294197303,260.985208764731,823.692386240776,195.820539252002,2066.68722448986,476.811767892118,1043.94083505892,0,0.000277829062347731,6.61470380659925e-05,0.000703045373800567,0.000160284999610761,0.000351965484480484,0.000322597726628644,7.68058025462688e-05,0.000816332306597012,0.000186112914345457,0.000408680302174515,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-25,205.923096560194,48.9551348130006,516.671806122466,119.20294197303,260.985208764731,1029.61548280097,244.775674065003,2583.35903061233,596.014709865148,1304.92604382365,0,0.00113106713060048,0.000269290548335012,0.00286216102414543,0.000652534666661817,0.00143288318089448,0.00145366485722912,0.000346096350881281,0.00367849333074245,0.000838647581007274,0.001841563483069,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-26,205.923096560194,48.9551348130006,516.671806122466,119.20294197303,260.985208764731,1235.53857936116,293.730808878004,3100.03083673479,715.217651838178,1565.91125258839,0,0.00315092391563091,0.00075018891986692,0.00797340085073344,0.00181782940316849,0.00399172229555355,0.00460458877286003,0.0010962852707482,0.0116518941814759,0.00265647698417576,0.00583328577862254,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-27,153.951251683063,49.1457444043904,333.898379528371,101.354938024039,191.745113090303,1389.48983104423,342.436519320494,3432.13007893762,816.84676955927,1758.44922407539,0,0.0071932709365197,0.00171261264907354,0.0182025444411019,0.00414993816527766,0.00911273669060135,0.0117978597093797,0.00280889791982174,0.0298544386225778,0.00680641514945341,0.0149460224692239,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-28,190.852839772639,60.139972983548,415.494517222579,125.391065837013,237.404324279214,1580.34267081687,402.287841920791,3836.25325813252,942.648823326124,1995.9886487279,0,0.0144411778962118,0.003438402128183,0.036542194018573,0.0083315720066846,0.0182946671553721,0.0262390376055915,0.00624730004800474,0.0663966326411508,0.015137987156138,0.033240689624596,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-29,215.248526567642,69.4021354464724,465.760589864835,142.467223325115,267.541265924933,1795.59119738451,470.390031851644,4307.61843977806,1087.67676101447,2261.57657597622,0,0.0254407939563046,0.00605981751882904,0.0643592500904249,0.0146801392011965,0.0322291201970714,0.0516798315618961,0.0123071175668338,0.130755882731576,0.0298181263573345,0.0654698098216674,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-30,231.966793894924,77.7119135956541,494.005365375708,155.50600449988,287.950952594423,2027.55799127943,548.085532984637,4793.50479268498,1243.5967760867,2545.95581132184,0,0.0410562475137037,0.00979316868187333,0.103768397589689,0.0237071037455488,0.0520101368382855,0.0927360790755997,0.0221004340636813,0.234524280321265,0.0535235639165356,0.117479322247727,"Mobility held constant",1,0.006415711,6712278
"EC",2020-03-31,257.349602447377,88.1608703985428,538.657049122309,173.962415210455,318.52481641321,2284.90759372681,635.236544112856,5334.49116841415,1417.89880263994,2864.63529350537,0,0.0617364390137635,0.0147732941923024,0.155734151950821,0.035691618086786,0.0782117489793014,0.154472518089363,0.0368741029484267,0.390232617357584,0.089236094421111,0.195672777323288,"Mobility held constant",1,0.006415711,6712278
"EC",2020-04-01,278.522382342782,99.1770566446238,573.951573209407,190.534050417766,343.43937175076,2563.42997606959,732.951039883797,5900.51023097482,1610.13022815184,3209.7422484658,0,0.0883154291354794,0.0212405976133724,0.222521614314262,0.0512052011811267,0.111910670623597,0.242787947224843,0.0581147005617991,0.612369587536293,0.140375064664092,0.307587546728102,"Mobility held constant",1,0.006415711,6712278
