"country","date","predicted_cases","cases_min","cases_max","cases_min2","cases_max2","cumulative_cases","cumulative_cases_min","cumulative_cases_max","cumulative_cases_min2","cumulative_cases_max2","reported_deaths","estimated_deaths","deaths_min","deaths_max","deaths_min2","deaths_max2","cumulative_deaths","cumulative_deaths_min","cumulative_deaths_max","cumulative_deaths_min2","cumulative_deaths_max2","key","X","ifr","popt"
"EC",2020-03-21,153.71534622854,53.0462212818976,323.697440064787,103.747310414874,190.879571690079,153.71534622854,53.0462212818976,323.697440064787,103.747310414874,190.879571690079,0,1.5371534622854e-13,5.30462212818976e-14,3.23697440064787e-13,1.03747310414874e-13,1.90879571690079e-13,1.5371534622854e-13,5.30462212818976e-14,3.23697440064787e-13,1.03747310414874e-13,1.90879571690079e-13,"Mobility held constant",1,0.005866102,6712278
"EC",2020-03-22,153.71534622854,53.0462212818976,323.697440064787,103.747310414874,190.879571690079,307.430692457079,106.092442563795,647.394880129574,207.494620829748,381.759143380157,0,0,0,0,0,0,1.5371534622854e-13,5.30462212818976e-14,3.23697440064787e-13,1.03747310414874e-13,1.90879571690079e-13,"Mobility held constant",1,0.005866102,6712278
"EC",2020-03-23,153.71534622854,53.0462212818976,323.697440064787,103.747310414874,190.879571690079,461.146038685619,159.138663845693,971.092320194361,311.241931244622,572.638715070236,0,2.44167551268926e-05,8.47701148494645e-06,5.10521974061256e-05,1.65676684142152e-05,3.02541973755259e-05,2.44167552806079e-05,8.47701153368146e-06,5.10521977224647e-05,1.6567668518456e-05,3.02541975793154e-05,"Mobility held constant",1,0.005866102,6712278
"EC",2020-03-24,153.71534622854,53.0462212818976,323.697440064787,103.747310414874,190.879571690079,614.861384914158,212.18488512759,1294.78976025915,414.989241659496,763.518286760315,0,0.000174534582944084,6.05949339479506e-05,0.00036492867034749,0.000118428148294205,0.000216261484943574,0.000198951338224692,6.9071945481632e-05,0.000415980868069955,0.000134995816812661,0.00024651568252289,"Mobility held constant",1,0.005866102,6712278
"EC",2020-03-25,153.71534622854,53.0462212818976,323.697440064787,103.747310414874,190.879571690079,768.576731142698,265.231106409488,1618.48720032393,518.73655207437,954.397858450393,0,0.000773197245684931,0.000268438697023304,0.00161665291786064,0.000524642833116814,0.000958049583558321,0.000972148583909623,0.000337510642504936,0.0020326337859306,0.000659638649929474,0.00120456526608121,"Mobility held constant",1,0.005866102,6712278
"EC",2020-03-26,153.71534622854,53.0462212818976,323.697440064787,103.747310414874,190.879571690079,922.292077371237,318.277327691386,1942.18464038872,622.483862489244,1145.27743014047,0,0.0021034582379686,0.00073027884125872,0.00439805226543141,0.0014272739530172,0.00260634307761012,0.00307560682187822,0.00106778948376366,0.00643068605136201,0.00208691260294668,0.00381090834369133,"Mobility held constant",1,0.005866102,6712278
"EC",2020-03-27,75.8618315416128,33.7236564259558,138.731843864067,56.6545485687219,90.8301984212408,998.15390891285,353.239646939029,2072.11517452393,680.149548677939,1234.32929916116,0,0.00492314129299271,0.00170921668607587,0.0102936356547758,0.00334053284618472,0.00610014261156901,0.00799874811487093,0.00277700616983953,0.0167243217061378,0.0054274454491314,0.00991105095526034,"Mobility held constant",1,0.005866102,6712278
"EC",2020-03-28,115.388139599027,47.8319947628166,221.340574596341,83.4522517019817,140.439299312112,1113.54204851188,404.129471748443,2295.59836871743,763.774325725602,1374.3523110335,0,0.00973595502578242,0.00338012983877531,0.020356591010161,0.00660620437583113,0.0120635810720338,0.0177347031406534,0.00615713600861484,0.0370809127162989,0.0120336498249625,0.0219746320272941,"Mobility held constant",1,0.005866102,6712278
"EC",2020-03-29,136.659457066352,54.0875071161096,269.749873085733,96.9337211779956,166.777838410719,1250.20150557823,463.124417418004,2557.29635664142,863.574482165218,1540.33291495549,0,0.0171923871331222,0.0059710545567073,0.035940872438573,0.0116669673237746,0.0213025484461999,0.0349270902737756,0.0121281905653221,0.0730217851548719,0.0237006171487371,0.0432772935138782,"Mobility held constant",1,0.005866102,6712278
"EC",2020-03-30,117.556730229735,52.8620639882678,212.599811061896,88.0486685928111,140.964435176128,1367.75823580796,518.403547211532,2775.69410897369,951.984765519719,1681.0920167002,0,0.0279301245164848,0.00971227416502375,0.0583558562052305,0.0189594414078625,0.0346046420650048,0.0628572147902604,0.0218404647303459,0.131377109740684,0.0426606155200789,0.0778831886771383,"Mobility held constant",1,0.005866102,6712278
