"country","date","predicted_cases","cases_min","cases_max","cases_min2","cases_max2","cumulative_cases","cumulative_cases_min","cumulative_cases_max","cumulative_cases_min2","cumulative_cases_max2","reported_deaths","estimated_deaths","deaths_min","deaths_max","deaths_min2","deaths_max2","cumulative_deaths","cumulative_deaths_min","cumulative_deaths_max","cumulative_deaths_min2","cumulative_deaths_max2","key","X","ifr","popt"
"EC",2020-03-18,56.8783582735769,8.82299213432695,170.908732818699,26.9891478596097,74.2370528920479,56.8783582735769,8.82299213432695,170.908732818699,26.9891478596097,74.2370528920479,0,5.68783582735769e-14,8.82299213432695e-15,1.70908732818699e-13,2.69891478596097e-14,7.42370528920479e-14,5.68783582735769e-14,8.82299213432695e-15,1.70908732818699e-13,2.69891478596097e-14,7.42370528920479e-14,"Mobility held constant",1,0.006415711,6712276
"EC",2020-03-19,56.8783582735769,8.82299213432695,170.908732818699,26.9891478596097,74.2370528920479,113.756716547154,17.6459842686539,341.817465637399,53.9782957192194,148.474105784096,0,1.0856517776069e-06,1.64534086321963e-07,3.28143552591711e-06,5.1504953492718e-07,1.42364428028952e-06,1.08565183448526e-06,1.64534095234943e-07,3.28143569964496e-06,5.15049562445911e-07,1.42364435452583e-06,"Mobility held constant",1,0.006415711,6712276
"EC",2020-03-20,56.8783582735769,8.82299213432695,170.908732818699,26.9891478596097,74.2370528920479,170.635074820731,26.4689764029808,512.726198456098,80.9674435788291,222.711158676144,0,9.77086599846209e-06,1.48080677689767e-06,2.9532919733254e-05,4.63544581434462e-06,1.28127985226057e-05,1.08565178329473e-05,1.64534087213261e-06,3.2814355432899e-05,5.15049537679054e-06,1.42364428771315e-05,"Mobility held constant",1,0.006415711,6712276
"EC",2020-03-21,56.8783582735769,8.82299213432695,170.908732818699,26.9891478596097,74.2370528920479,227.513433094308,35.2919685373078,683.634931274798,107.956591438439,296.948211568191,0,7.41862048031381e-05,1.12431625653341e-05,0.000224231427604336,3.51950515533573e-05,9.72823591531172e-05,8.50427226360854e-05,1.28885034374667e-05,0.000257045783037235,4.03455469301479e-05,0.000111518802030249,"Mobility held constant",1,0.006415711,6712276
"EC",2020-03-22,56.8783582735769,8.82299213432695,170.908732818699,26.9891478596097,74.2370528920479,284.391791367885,44.1149606716347,854.543664093497,134.945739298049,371.185264460239,0,0.000289507140695173,4.38757563525235e-05,0.000875049473577896,0.000137346542647248,0.000379638474743872,0.000374549863331258,5.67642597899902e-05,0.00113209525661513,0.000177692089577396,0.00049115727677412,"Mobility held constant",1,0.006415711,6712276
"EC",2020-03-23,56.8783582735769,8.82299213432695,170.908732818699,26.9891478596097,74.2370528920479,341.270149641462,52.9379528059617,1025.4523969122,161.934887157658,445.422317352287,0,0.000837037520534919,0.000126855780554233,0.00252998679048209,0.000397103191428856,0.00109762974010322,0.00121158738386618,0.000183620040344224,0.00366208204709722,0.000574795281006252,0.00158878701687734,"Mobility held constant",1,0.006415711,6712276
"EC",2020-03-24,88.5595369298756,15.1354287966279,258.239073835318,44.2808932942501,114.63573260226,429.829686571337,69.4385227449738,1253.65166208729,209.991638820991,562.797942845945,0,0.00194874494080438,0.000295338684947924,0.00589017676902122,0.000924513915194289,0.00255544148311969,0.00316033232467056,0.000478958725292147,0.00955225881611844,0.00149930919620054,0.00414422849999703,"Mobility held constant",1,0.006415711,6712276
"EC",2020-03-25,98.4533685083195,21.3286360879383,256.71910247876,54.5951545536318,125.59794416938,528.283055079657,90.899129774858,1466.70712331795,267.484465114679,688.490887753201,0,0.00387674090001243,0.000587495699694792,0.0117157622004843,0.00183952412023592,0.00508395004474107,0.00703707322468299,0.00106645442498694,0.0212680210166027,0.00333879442504055,0.00922834047680783,"Mobility held constant",1,0.006415711,6712276
"EC",2020-03-26,116.458784166318,25.9888445600986,305.419672552832,65.2134000346366,148.781891808185,644.741839245974,119.205811985932,1755.1919606713,336.727902351602,839.57884297935,0,0.0069320636704854,0.00105034695797494,0.0209353951951313,0.00328969948285138,0.00909387519364635,0.0139691368951684,0.00211680138296188,0.042203416211734,0.00662984728821773,0.01832110512946,"Mobility held constant",1,0.006415711,6712276
"EC",2020-03-27,65.8947609955009,18.2004841074027,153.505142859777,40.0849367558012,83.0043803304135,710.636600241475,140.869247304974,1874.53108512739,385.554127475364,921.19205064434,0,0.0112811060612379,0.00171175979351481,0.0339917305865181,0.00536319788026431,0.0148085040635828,0.0252502429564063,0.00382618178569038,0.0761702471065874,0.0119892237641178,0.0331207295777243,"Mobility held constant",1,0.006415711,6712276
